id,type,x_m,y_m,z_m,radius_m,conductivity_W_mK,temperature_K,g_hot_W_K,g_cold_W_K,hot_link,cold_link
1,1,0.00550689,0.00349668,0.000686198,0.00075,1.0,300.9446326569134,0.0004374997142856212,0.0,contact,none
2,1,0.00249395,0.00585537,0.00482392,0.00075,1.0,300.6652959087117,0.0,0.0,none,none
3,1,0.0041066,0.00328575,0.006116,0.00075,1.0,300.56139247510873,0.0,0.0,none,none
4,1,0.00561151,0.00647095,0.00526389,0.00075,1.0,300.63649122360937,0.0,0.0,none,none
5,1,2.42939e-05,0.00156594,0.00236242,0.00075,1.0,300.8457395875972,0.0,0.0,none,none
6,1,0.00179908,0.00665713,0.00211948,0.00075,1.0,300.8546068584152,0.0,0.0,none,none
7,1,0.00133805,0.00105984,0.0024456,0.00075,1.0,300.83519521717466,0.0,0.0,none,none
8,1,0.00214207,0.00261392,0.0015091,0.00075,1.0,nan,0.0,0.0,none,none
9,1,0.00554388,0.00605261,0.00382144,0.00075,1.0,300.7566492797128,0.0,0.0,none,none
10,1,0.00313501,0.00307318,0.00298214,0.00075,1.0,300.78029429226575,0.0,0.0,none,none
11,1,0.0038531,0.00235394,0.000711511,0.00075,1.0,300.95979252486404,0.00033980435547532374,0.0,contact,none
12,1,0.00170073,0.00522778,0.00593541,0.00075,1.0,300.57411861762023,0.0,0.0,none,none
13,1,0.0071411,0.00473506,0.00571942,0.00075,1.0,300.65367669488455,0.0,0.0,none,none
14,1,0.0033139,0.00564192,0.00358773,0.00075,1.0,300.7569704193697,0.0,0.0,none,none
15,1,0.00581798,0.0017131,0.00532974,0.00075,1.0,300.6518517127546,0.0,0.0,none,none
16,1,0.00258733,0.00540315,0.00230476,0.00075,1.0,300.8025138756861,0.0,0.0,none,none
17,1,0.00371979,0.0044434,0.0024888,0.00075,1.0,300.7961536000401,0.0,0.0,none,none
18,1,0.00139097,0.00506449,0.00438947,0.00075,1.0,300.7148798855235,0.0,0.0,none,none
19,1,0.00363331,0.00202692,0.00210854,0.00075,1.0,300.85845174713705,0.0,0.0,none,none
20,1,0.00547363,0.00431059,0.00734205,0.00075,1.0,300.4792139107404,0.0,0.0,none,none
21,1,0.0069116,0.00247756,0.00517251,0.00075,1.0,300.65786965644065,0.0,0.0,none,none
22,1,0.00376651,0.00341335,0.00466333,0.00075,1.0,300.67404005000327,0.0,0.0,none,none
23,1,0.00566928,0.00385805,0.00452799,0.00075,1.0,300.6967458349896,0.0,0.0,none,none
24,1,0.0028411,0.0022776,0.00479037,0.00075,1.0,300.6844049071671,0.0,0.0,none,none
25,1,0.00395633,0.00598947,0.00485175,0.00075,1.0,300.688776389158,0.0,0.0,none,none
26,1,0.00577934,0.00503363,0.00534765,0.00075,1.0,300.6407720862398,0.0,0.0,none,none
27,1,0.00222341,0.00433104,0.000865445,0.00075,1.0,nan,0.0,0.0,none,none
28,1,0.0042801,0.00180751,0.00403021,0.00075,1.0,300.7365999712524,0.0,0.0,none,none
29,1,0.0049168,0.00559251,0.000746631,0.00075,1.0,300.95022329193404,0.00010053357648069666,0.0,contact,none
30,1,0.0043407,0.00081113,0.0069584,0.00075,1.0,300.5656114281827,0.0,0.0,none,none
31,1,0.00323104,0.00112408,0.00606413,0.00075,1.0,300.60712478374734,0.0,0.0,none,none
32,1,0.00208365,0.00638867,0.00353942,0.00075,1.0,300.7661234176045,0.0,0.0,none,none
33,1,0.00613784,0.00589434,0.00243719,0.00075,1.0,300.85155681255094,0.0,0.0,none,none
34,1,0.00437971,0.00468808,0.00654191,0.00075,1.0,300.5519654441648,0.0,0.0,none,none
35,1,0.00408069,0.00382328,0.0010165,0.00075,1.0,300.9155840667747,0.0,0.0,none,none
36,1,0.000648104,0.00614414,0.00638396,0.00075,1.0,300.5511456575565,0.0,0.0,none,none
37,1,0.00350936,0.00520477,0.0011384,0.00075,1.0,300.8880580410333,0.0,0.0,none,none
38,1,0.00128945,0.00263205,0.00705594,0.00075,1.0,300.5102315535432,0.0,0.0,none,none
