method,replicate,high_count,high_type_counts,high_particle_volume_m3,effective_conductivity_W_mK,improvement_vs_homogeneous_percent,improvement_vs_random_mean_percent,heat_rate_hot_W,relative_energy_balance_error,thermally_solved_particles
homogeneous,0,0,{},0.0,0.09050507828659488,0.0,-15.995212804479431,0.0013911204805909425,1.180438814147165e-12,493
random,1,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1082394747866316,19.594918689400707,0.46545694168691476,0.001663709407634338,4.994457212176227e-13,493
random,2,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10684679131489103,18.056128272214966,-0.8272006736550264,0.0016423029789874965,1.173785523950901e-12,493
random,3,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10528240088807761,16.327617058888812,-2.2792328400603745,0.001618257305489605,1.6714694076996336e-12,493
random,4,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11042306028967747,22.00758496667996,2.492212113653447,0.0016972725023458807,2.5679392833900557e-13,493
random,5,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10643141740392893,17.597177328438352,-1.2127414373064083,0.0016359184184127546,7.897308901181171e-13,493
random,6,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10631038089976586,17.46344283922019,-1.3250848103811386,0.001634058010543627,2.94595272308242e-12,493
random,7,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10432570645004952,15.270555448490985,-3.167215196400619,0.0016035523049348966,4.4326770139876406e-13,493
random,8,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10795705766562202,19.282873082285423,0.2033236934767535,0.0016593684772849729,2.7486491166052985e-12,493
random,9,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10863732710486097,20.034509843578306,0.8347345552841334,0.0016698246502109687,2.615344281939937e-13,493
random,10,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11050382452020391,22.096822202927303,2.5671756640621934,0.0016985138998156309,1.7396882069747786e-12,493
random,11,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10888635197271077,20.30966000372869,1.0658738617866037,0.0016736523204411993,1.0934966867378288e-12,493
random,12,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10827692926251731,19.63630252840154,0.5002213475729045,0.0016642851066943336,6.72559237819858e-13,493
random,13,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10945409501885184,20.93696518581276,1.5928402450628099,0.0016823788913049795,4.570410296398448e-13,493
random,14,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10771647399405171,19.017049687482658,-0.019980683643205932,0.0016556705535976696,1.3515933342821085e-13,493
random,15,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11048167041513587,22.072343902386105,2.54661271978347,0.0016981733771635017,1.3832700821323013e-12,493
random,16,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10729149240112917,18.54748311622709,-0.4144390825677524,0.0016491383168549248,1.8439752580528138e-12,493
random,17,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10666453687151652,17.85475344681857,-0.9963651671946239,0.0016395016125486529,8.696093043800708e-13,493
random,18,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.107232484352688,18.482284511288793,-0.46920903190061924,0.0016482313257085686,2.802479763366073e-12,493
random,19,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10669396601859905,17.887270016761025,-0.9690496918111746,0.001639953957212708,3.5192603909220308e-12,493
random,20,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11274134695739566,24.56908395834656,4.643993890618381,0.0017329060394290854,1.159339617902881e-12,493
random,21,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10966424759615347,21.169164948831764,1.7878991618554219,0.0016856090697642202,3.2392102288574966e-13,493
random,22,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10798978395445377,19.31903269835482,0.23369950200657907,0.0016598715011098175,3.6215155938935088e-12,493
