case,method,overlap_floor_ratio,effective_conductivity_W_mK,change_vs_nominal_percent,energy_balance_error
packing_seed_37811,heat_path,1e-08,0.2543861817848038,0.0,2.3524782676097494e-12
packing_seed_37811,swap_optimized,1e-08,0.36363465123763283,0.0,9.658569005780665e-13
packing_seed_37811,mlp,1e-08,0.2867411627403145,0.0,1.3039767669147082e-12
packing_seed_37811,gnn,1e-08,0.3192610393144542,0.0,3.2433857891061635e-13
packing_seed_37811,random_near_mean,1e-06,0.23508452958715823,0.0002490224920714823,6.305862355806239e-13
packing_seed_37811,degree,1e-06,0.2391958056997861,0.0002784549426815275,2.978422409243562e-13
packing_seed_37811,heat_path,1e-06,0.2543867555072998,0.00022553209924058848,2.1583745328224672e-13
packing_seed_37811,swap_optimized,1e-06,0.363634974507571,8.889965161795743e-05,2.469264353990728e-12
packing_seed_37811,mlp,1e-06,0.286741392102674,7.99893385750039e-05,3.337674053262525e-13
packing_seed_37811,gnn,1e-06,0.3192615387748194,0.00015644262960634592,1.2232936201116546e-12
packing_seed_46549,random_near_mean,1e-10,0.22672206045825166,0.0,1.4632486914736859e-12
packing_seed_46549,degree,1e-10,0.2292657076623281,0.0,1.4288004817040108e-13
packing_seed_46549,heat_path,1e-10,0.24494262860217544,0.0,6.989718190214785e-13
packing_seed_46549,swap_optimized,1e-10,0.3654591455210398,0.0,1.83699126473466e-12
packing_seed_46549,mlp,1e-10,0.2708556368108633,0.0,1.938386103231841e-12
packing_seed_46549,gnn,1e-10,0.3148885565985241,0.0,3.313511612945038e-13
packing_seed_46549,random_near_mean,1e-08,0.22672206045825166,0.0,1.4632486914736859e-12
packing_seed_46549,degree,1e-08,0.2292657076623281,0.0,1.4288004817040108e-13
packing_seed_46549,heat_path,1e-08,0.24494262860217544,0.0,6.989718190214785e-13
packing_seed_46549,swap_optimized,1e-08,0.3654591455210398,0.0,1.83699126473466e-12
packing_seed_46549,mlp,1e-08,0.2708556368108633,0.0,1.938386103231841e-12
packing_seed_46549,gnn,1e-08,0.3148885565985241,0.0,3.313511612945038e-13
packing_seed_46549,random_near_mean,1e-06,0.22672206045825166,0.0,1.4632486914736859e-12
packing_seed_46549,degree,1e-06,0.2292657076623281,0.0,1.4288004817040108e-13
packing_seed_46549,heat_path,1e-06,0.24494262860217544,0.0,6.989718190214785e-13
packing_seed_46549,swap_optimized,1e-06,0.3654591455210398,0.0,1.83699126473466e-12
