case,method,overlap_floor_ratio,effective_conductivity_W_mK,change_vs_nominal_percent,energy_balance_error
packing_seed_171401,random_near_mean,1e-10,0.2215418781066376,0.0,4.73525859905066e-12
packing_seed_171401,degree,1e-10,0.22757247135011,0.0,1.7084723719565264e-13
packing_seed_171401,heat_path,1e-10,0.24550730760065698,0.0,1.4211610197978415e-12
packing_seed_171401,swap_optimized,1e-10,0.33738168415592656,0.0,5.300406786834215e-13
packing_seed_171401,mlp,1e-10,0.25353663955704625,0.0,1.597500252315884e-12
packing_seed_171401,gnn,1e-10,0.29294471075993384,0.0,4.295637905662052e-14
packing_seed_171401,random_near_mean,1e-08,0.2215418781066376,0.0,4.73525859905066e-12
packing_seed_171401,degree,1e-08,0.22757247135011,0.0,1.7084723719565264e-13
packing_seed_171401,heat_path,1e-08,0.24550730760065698,0.0,1.4211610197978415e-12
packing_seed_171401,swap_optimized,1e-08,0.33738168415592656,0.0,5.300406786834215e-13
packing_seed_171401,mlp,1e-08,0.25353663955704625,0.0,1.597500252315884e-12
packing_seed_171401,gnn,1e-08,0.29294471075993384,0.0,4.295637905662052e-14
packing_seed_171401,random_near_mean,1e-06,0.2215418781066376,0.0,4.744300942197187e-12
packing_seed_171401,degree,1e-06,0.22757247135011,0.0,1.448110109176542e-13
packing_seed_171401,heat_path,1e-06,0.24550730760065698,0.0,1.4047267624930469e-12
packing_seed_171401,swap_optimized,1e-06,0.33738168415592656,0.0,5.358947095303478e-13
packing_seed_171401,mlp,1e-06,0.25353663955704625,0.0,1.5259438146816717e-12
packing_seed_171401,gnn,1e-06,0.29294471075993384,0.0,4.9891041146478196e-14
packing_seed_180413,random_near_mean,1e-10,0.22100009413323632,0.0,2.0199814902103414e-12
packing_seed_180413,degree,1e-10,0.22297236664155223,0.0,5.52726204227046e-13
packing_seed_180413,heat_path,1e-10,0.23643944241431497,0.0,1.0047791936139675e-13
packing_seed_180413,swap_optimized,1e-10,0.34443469617007993,0.0,1.599502268203373e-12
packing_seed_180413,mlp,1e-10,0.27410412982015864,0.0,4.401498781535167e-12
packing_seed_180413,gnn,1e-10,0.2929698386881824,0.0,3.7781036169400445e-12
packing_seed_180413,random_near_mean,1e-08,0.22100009413323632,0.0,2.0199814902103414e-12
packing_seed_180413,degree,1e-08,0.22297236664155223,0.0,5.52726204227046e-13
packing_seed_180413,heat_path,1e-08,0.23643944241431497,0.0,1.0047791936139675e-13
packing_seed_180413,swap_optimized,1e-08,0.34443469617007993,0.0,1.599502268203373e-12
packing_seed_180413,mlp,1e-08,0.27410412982015864,0.0,4.401498781535167e-12
packing_seed_180413,gnn,1e-08,0.2929698386881824,0.0,3.7781036169400445e-12
packing_seed_180413,random_near_mean,1e-06,0.22100022057893437,5.721522362556186e-05,1.3461428799579483e-12
packing_seed_180413,degree,1e-06,0.2229725307679205,7.360838956138593e-05,9.485422566664747e-13
packing_seed_180413,heat_path,1e-06,0.2364394962552092,2.277153663410303e-05,7.491689241186965e-13
packing_seed_180413,swap_optimized,1e-06,0.34443483761730104,4.1066484501861567e-05,4.050443340896036e-12
packing_seed_180413,mlp,1e-06,0.27410420792994716,2.8496392445731544e-05,3.040286037547702e-12
packing_seed_180413,gnn,1e-06,0.292969936431526,3.3362937323921926e-05,4.191449675187264e-12
packing_seed_189431,random_near_mean,1e-10,0.22457069591628126,0.0,3.277048922364712e-12
packing_seed_189431,degree,1e-10,0.22270451194654345,0.0,2.3108634656826865e-13
packing_seed_189431,heat_path,1e-10,0.23910112226389213,0.0,5.144975879701826e-14
packing_seed_189431,swap_optimized,1e-10,0.3489244871080437,0.0,2.3149308793734148e-12
packing_seed_189431,mlp,1e-10,0.2580622352789781,0.0,1.4038446051529473e-13
packing_seed_189431,gnn,1e-10,0.2976707672262578,0.0,2.512765781515924e-12
packing_seed_189431,random_near_mean,1e-08,0.22457069591628126,0.0,3.277048922364712e-12
packing_seed_189431,degree,1e-08,0.22270451194654345,0.0,2.3108634656826865e-13
packing_seed_189431,heat_path,1e-08,0.23910112226389213,0.0,5.144975879701826e-14
packing_seed_189431,swap_optimized,1e-08,0.3489244871080437,0.0,2.3149308793734148e-12
packing_seed_189431,mlp,1e-08,0.2580622352789781,0.0,1.4038446051529473e-13
packing_seed_189431,gnn,1e-08,0.2976707672262578,0.0,2.512765781515924e-12
packing_seed_189431,random_near_mean,1e-06,0.22457069591628126,0.0,3.277048922364712e-12
packing_seed_189431,degree,1e-06,0.22270451194654345,0.0,2.3108634656826865e-13
packing_seed_189431,heat_path,1e-06,0.23910112226389213,0.0,5.144975879701826e-14
packing_seed_189431,swap_optimized,1e-06,0.3489244871080437,0.0,2.3149308793734148e-12
packing_seed_189431,mlp,1e-06,0.2580622352789781,0.0,1.4038446051529473e-13
packing_seed_189431,gnn,1e-06,0.2976707672262578,0.0,2.512765781515924e-12
packing_seed_198439,random_near_mean,1e-10,0.23057605607788237,0.0,2.834019387749819e-13
packing_seed_198439,degree,1e-10,0.23287297211665312,0.0,2.9428560373362546e-12
packing_seed_198439,heat_path,1e-10,0.24433592562059028,0.0,7.425096694385829e-14
packing_seed_198439,swap_optimized,1e-10,0.35313995958782074,0.0,3.3798117098223393e-12
packing_seed_198439,mlp,1e-10,0.2629063146938195,0.0,1.3150895503662206e-12
packing_seed_198439,gnn,1e-10,0.3267722074345969,0.0,3.1268702012141615e-12
packing_seed_198439,random_near_mean,1e-08,0.23057605607788237,0.0,2.834019387749819e-13
packing_seed_198439,degree,1e-08,0.23287297211665312,0.0,2.9428560373362546e-12
packing_seed_198439,heat_path,1e-08,0.24433592562059028,0.0,7.425096694385829e-14
packing_seed_198439,swap_optimized,1e-08,0.35313995958782074,0.0,3.3798117098223393e-12
packing_seed_198439,mlp,1e-08,0.2629063146938195,0.0,1.3150895503662206e-12
packing_seed_198439,gnn,1e-08,0.3267722074345969,0.0,3.1268702012141615e-12
packing_seed_198439,random_near_mean,1e-06,0.23057605607788237,0.0,2.834019387749819e-13
packing_seed_198439,degree,1e-06,0.2328729721166412,-5.118128143521972e-12,3.0176117775904735e-12
packing_seed_198439,heat_path,1e-06,0.24433592562059028,0.0,7.425096694385829e-14
packing_seed_198439,swap_optimized,1e-06,0.35313995958782074,0.0,3.3798117098223393e-12
packing_seed_198439,mlp,1e-06,0.2629063146938195,0.0,1.3150895503662206e-12
packing_seed_198439,gnn,1e-06,0.3267722074345969,0.0,3.1268702012141615e-12
packing_seed_207457,random_near_mean,1e-10,0.23739214725413277,0.0,1.8308199221731975e-12
packing_seed_207457,degree,1e-10,0.23876309547740596,0.0,1.9072815076474014e-13
packing_seed_207457,heat_path,1e-10,0.2507630067781787,0.0,6.165886956457293e-14
packing_seed_207457,swap_optimized,1e-10,0.3508911358444097,0.0,4.597801547495002e-13
packing_seed_207457,mlp,1e-10,0.2781874230887165,0.0,4.23790278118349e-12
packing_seed_207457,gnn,1e-10,0.29984365182021433,0.0,3.581772803390607e-12
packing_seed_207457,random_near_mean,1e-08,0.23739214725413277,0.0,1.8308199221731975e-12
packing_seed_207457,degree,1e-08,0.23876309547740596,0.0,1.9072815076474014e-13
packing_seed_207457,heat_path,1e-08,0.2507630067781787,0.0,6.165886956457293e-14
packing_seed_207457,swap_optimized,1e-08,0.3508911358444097,0.0,4.597801547495002e-13
packing_seed_207457,mlp,1e-08,0.2781874230887165,0.0,4.23790278118349e-12
packing_seed_207457,gnn,1e-08,0.29984365182021433,0.0,3.581772803390607e-12
packing_seed_207457,random_near_mean,1e-06,0.23739316593449508,0.0004291129146904993,2.1766743816735126e-12
packing_seed_207457,degree,1e-06,0.23876405293853542,0.00040100884415306126,1.497458137865652e-12
packing_seed_207457,heat_path,1e-06,0.25076405189516493,0.00041677478654911226,1.2164074099954076e-12
packing_seed_207457,swap_optimized,1e-06,0.3508931480592466,0.0005734584409111676,1.0990274777211604e-12
packing_seed_207457,mlp,1e-06,0.27818922611959873,0.0006481352974763155,1.1357392247395562e-12
packing_seed_207457,gnn,1e-06,0.29984539602562515,0.0005817049653078499,4.0612761387753243e-13
packing_seed_216481,random_near_mean,1e-10,0.22926080394192078,0.0,1.9887949741602433e-13
packing_seed_216481,degree,1e-10,0.23411424476067477,0.0,1.5598598519662207e-12
packing_seed_216481,heat_path,1e-10,0.24775793300558643,0.0,1.7308758330492798e-12
packing_seed_216481,swap_optimized,1e-10,0.34494269313755677,0.0,1.879669709561635e-13
packing_seed_216481,mlp,1e-10,0.28450667330036283,0.0,3.839516091119376e-12
packing_seed_216481,gnn,1e-10,0.29883777269428813,0.0,7.364403575783613e-15
packing_seed_216481,random_near_mean,1e-08,0.22926080394192078,0.0,1.9887949741602433e-13
packing_seed_216481,degree,1e-08,0.23411424476067477,0.0,1.5598598519662207e-12
packing_seed_216481,heat_path,1e-08,0.24775793300558643,0.0,1.7308758330492798e-12
packing_seed_216481,swap_optimized,1e-08,0.34494269313755677,0.0,1.879669709561635e-13
packing_seed_216481,mlp,1e-08,0.28450667330036283,0.0,3.839516091119376e-12
packing_seed_216481,gnn,1e-08,0.29883777269428813,0.0,7.364403575783613e-15
packing_seed_216481,random_near_mean,1e-06,0.22926080394192078,0.0,1.9887949741602433e-13
packing_seed_216481,degree,1e-06,0.23411424476067477,0.0,1.5598598519662207e-12
packing_seed_216481,heat_path,1e-06,0.24775793300558643,0.0,1.7308758330492798e-12
packing_seed_216481,swap_optimized,1e-06,0.34494269313755677,0.0,1.879669709561635e-13
packing_seed_216481,mlp,1e-06,0.28450667330036283,0.0,3.839516091119376e-12
packing_seed_216481,gnn,1e-06,0.29883777269428813,0.0,7.364403575783613e-15
packing_seed_225503,random_near_mean,1e-10,0.23185553058932834,0.0,1.545606461071465e-12
packing_seed_225503,degree,1e-10,0.23535496119252322,0.0,2.659828861789506e-12
packing_seed_225503,heat_path,1e-10,0.24396615350815767,0.0,9.225469586823985e-13
packing_seed_225503,swap_optimized,1e-10,0.35818308243356034,0.0,2.1107819315070097e-12
packing_seed_225503,mlp,1e-10,0.26194271974255856,0.0,6.204326143140689e-13
packing_seed_225503,gnn,1e-10,0.28948991697505616,0.0,2.7974168517296353e-12
packing_seed_225503,random_near_mean,1e-08,0.23185553058932834,0.0,1.545606461071465e-12
packing_seed_225503,degree,1e-08,0.23535496119252322,0.0,2.659828861789506e-12
packing_seed_225503,heat_path,1e-08,0.24396615350815767,0.0,9.225469586823985e-13
packing_seed_225503,swap_optimized,1e-08,0.35818308243356034,0.0,2.1107819315070097e-12
packing_seed_225503,mlp,1e-08,0.26194271974255856,0.0,6.204326143140689e-13
packing_seed_225503,gnn,1e-08,0.28948991697505616,0.0,2.7974168517296353e-12
packing_seed_225503,random_near_mean,1e-06,0.23185593342754007,0.00017374535372649547,1.5034985157262855e-12
packing_seed_225503,degree,1e-06,0.23535608122675616,0.0004758914905700351,2.5881269223911318e-12
packing_seed_225503,heat_path,1e-06,0.24396662379114203,0.00019276566753934077,1.329519793543555e-12
packing_seed_225503,swap_optimized,1e-06,0.3581837554481568,0.00018789681295316996,7.275393823198261e-13
packing_seed_225503,mlp,1e-06,0.26194340845017633,0.00026292298500596445,1.6301393224993873e-12
packing_seed_225503,gnn,1e-06,0.2894906806191968,0.0002637895470058993,1.4173203452182117e-12
packing_seed_234529,random_near_mean,1e-10,0.21931236822422778,0.0,1.1165676271677934e-12
packing_seed_234529,degree,1e-10,0.2205959479452762,0.0,4.752877739998116e-13
packing_seed_234529,heat_path,1e-10,0.23379285319374993,0.0,8.639718643193547e-13
packing_seed_234529,swap_optimized,1e-10,0.3364391955679033,0.0,3.5801237385518664e-12
packing_seed_234529,mlp,1e-10,0.25128842475584395,0.0,1.0094055219352733e-12
packing_seed_234529,gnn,1e-10,0.2910421003390246,0.0,1.931519893862642e-12
packing_seed_234529,random_near_mean,1e-08,0.21931236822422778,0.0,1.1165676271677934e-12
packing_seed_234529,degree,1e-08,0.2205959479452762,0.0,4.752877739998116e-13
packing_seed_234529,heat_path,1e-08,0.23379285319374993,0.0,8.639718643193547e-13
packing_seed_234529,swap_optimized,1e-08,0.3364391955679033,0.0,3.5801237385518664e-12
packing_seed_234529,mlp,1e-08,0.25128842475584395,0.0,1.0094055219352733e-12
packing_seed_234529,gnn,1e-08,0.2910421003390246,0.0,1.931519893862642e-12
packing_seed_234529,random_near_mean,1e-06,0.21931236822422778,0.0,1.1448709890731874e-12
packing_seed_234529,degree,1e-06,0.2205959479452762,0.0,4.752877739998116e-13
packing_seed_234529,heat_path,1e-06,0.23379285319375476,2.065014825802791e-12,8.847293947932753e-13
packing_seed_234529,swap_optimized,1e-06,0.3364391955679064,9.325873406851315e-13,3.5708987769392944e-12
packing_seed_234529,mlp,1e-06,0.2512884247558472,1.2878587085651816e-12,1.0222055474636942e-12
packing_seed_234529,gnn,1e-06,0.2910421003391516,4.363176486776865e-11,1.1722514834669044e-12
packing_seed_243551,random_near_mean,1e-10,0.22896147031022154,0.0,5.163332417660999e-13
packing_seed_243551,degree,1e-10,0.2261792056513679,0.0,4.139064322828341e-13
packing_seed_243551,heat_path,1e-10,0.24514916552282606,0.0,1.5151963397691258e-12
packing_seed_243551,swap_optimized,1e-10,0.34685907086762024,0.0,1.2139775412888798e-12
packing_seed_243551,mlp,1e-10,0.26573466147940317,0.0,2.5291350459083344e-12
packing_seed_243551,gnn,1e-10,0.311780125137083,0.0,7.474980923609062e-13
packing_seed_243551,random_near_mean,1e-08,0.22896147031022154,0.0,5.163332417660999e-13
packing_seed_243551,degree,1e-08,0.2261792056513679,0.0,4.139064322828341e-13
packing_seed_243551,heat_path,1e-08,0.24514916552282606,0.0,1.5151963397691258e-12
packing_seed_243551,swap_optimized,1e-08,0.34685907086762024,0.0,1.2139775412888798e-12
packing_seed_243551,mlp,1e-08,0.26573466147940317,0.0,2.5291350459083344e-12
packing_seed_243551,gnn,1e-08,0.311780125137083,0.0,7.474980923609062e-13
packing_seed_243551,random_near_mean,1e-06,0.22896147031022154,0.0,5.163332417660999e-13
packing_seed_243551,degree,1e-06,0.2261792056513679,0.0,4.139064322828341e-13
packing_seed_243551,heat_path,1e-06,0.24514916552282606,0.0,1.5151963397691258e-12
packing_seed_243551,swap_optimized,1e-06,0.34685907086762024,0.0,1.2139775412888798e-12
packing_seed_243551,mlp,1e-06,0.26573466147940317,0.0,2.5291350459083344e-12
packing_seed_243551,gnn,1e-06,0.311780125137083,0.0,7.474980923609062e-13
packing_seed_252563,random_near_mean,1e-10,0.23143693959994735,0.0,2.4962662869222944e-12
packing_seed_252563,degree,1e-10,0.22866615646146293,0.0,1.0642304481231315e-12
packing_seed_252563,heat_path,1e-10,0.24040611573360787,0.0,3.706338513244017e-13
packing_seed_252563,swap_optimized,1e-10,0.33872502112246455,0.0,8.829519196408266e-13
packing_seed_252563,mlp,1e-10,0.26727861306893946,0.0,2.4589988773134126e-12
packing_seed_252563,gnn,1e-10,0.3066043225737329,0.0,1.1399909187070747e-12
packing_seed_252563,random_near_mean,1e-08,0.23143693959994735,0.0,2.4962662869222944e-12
packing_seed_252563,degree,1e-08,0.22866615646146293,0.0,1.0642304481231315e-12
packing_seed_252563,heat_path,1e-08,0.24040611573360787,0.0,3.706338513244017e-13
packing_seed_252563,swap_optimized,1e-08,0.33872502112246455,0.0,8.829519196408266e-13
packing_seed_252563,mlp,1e-08,0.26727861306893946,0.0,2.4589988773134126e-12
packing_seed_252563,gnn,1e-08,0.3066043225737329,0.0,1.1399909187070747e-12
packing_seed_252563,random_near_mean,1e-06,0.23143693959994735,0.0,2.4962662869222944e-12
packing_seed_252563,degree,1e-06,0.22866615646146293,0.0,1.0642304481231315e-12
packing_seed_252563,heat_path,1e-06,0.24040611573360787,0.0,3.706338513244017e-13
packing_seed_252563,swap_optimized,1e-06,0.33872502112246455,0.0,8.829519196408266e-13
packing_seed_252563,mlp,1e-06,0.26727861306893946,0.0,2.4589988773134126e-12
packing_seed_252563,gnn,1e-06,0.3066043225737329,0.0,1.1399909187070747e-12
packing_seed_261581,random_near_mean,1e-10,0.20896784549791222,0.0,4.51426803130345e-12
packing_seed_261581,degree,1e-10,0.21566887444275928,0.0,1.007483912291079e-12
packing_seed_261581,heat_path,1e-10,0.22217858279744032,0.0,1.376719996782757e-12
packing_seed_261581,swap_optimized,1e-10,0.3125722536613636,0.0,2.5130276977020274e-12
packing_seed_261581,mlp,1e-10,0.23680620933389757,0.0,1.2692796274814e-12
packing_seed_261581,gnn,1e-10,0.259070676054318,0.0,1.4940014138372713e-12
packing_seed_261581,random_near_mean,1e-08,0.20896784549791222,0.0,4.51426803130345e-12
packing_seed_261581,degree,1e-08,0.21566887444275928,0.0,1.007483912291079e-12
packing_seed_261581,heat_path,1e-08,0.22217858279744032,0.0,1.376719996782757e-12
packing_seed_261581,swap_optimized,1e-08,0.3125722536613636,0.0,2.5130276977020274e-12
packing_seed_261581,mlp,1e-08,0.23680620933389757,0.0,1.2692796274814e-12
packing_seed_261581,gnn,1e-08,0.259070676054318,0.0,1.4940014138372713e-12
packing_seed_261581,random_near_mean,1e-06,0.2089682725093013,0.00020434310745720552,2.663944674783702e-12
packing_seed_261581,degree,1e-06,0.21566938560303228,0.00023701161064870746,1.187234753190182e-12
packing_seed_261581,heat_path,1e-06,0.222179096874278,0.00023138001477018832,1.4741194304932566e-12
packing_seed_261581,swap_optimized,1e-06,0.31257250959686383,8.188042837087295e-05,2.231032389327563e-12
packing_seed_261581,mlp,1e-06,0.23680644802437398,0.0001007957000309645,2.471595799586213e-12
packing_seed_261581,gnn,1e-06,0.25907098664323824,0.00011988578754174029,2.9453073186595206e-12
packing_seed_270593,random_near_mean,1e-10,0.21712876843676518,-1.665458615462967e-06,7.781133938659412e-13
packing_seed_270593,degree,1e-10,0.22125778195395696,-2.5365743949734565e-06,1.604207546733337e-13
packing_seed_270593,heat_path,1e-10,0.23203673665846564,-2.2828446133438263e-06,4.4261191724821216e-13
packing_seed_270593,swap_optimized,1e-10,0.33064280116713446,-1.0295772567836536e-06,2.4558972136912777e-13
packing_seed_270593,mlp,1e-10,0.2621423355103882,-5.420621063123576e-07,4.089153942630539e-12
packing_seed_270593,gnn,1e-10,0.2822187330040403,-6.0816616187509e-07,4.172968200944864e-13
packing_seed_270593,random_near_mean,1e-08,0.21712877205295503,0.0,1.5697410890704676e-13
packing_seed_270593,degree,1e-08,0.22125778756632533,0.0,4.0487749059477923e-13
packing_seed_270593,heat_path,1e-08,0.2320367419555039,0.0,6.785094620500643e-13
packing_seed_270593,swap_optimized,1e-08,0.3306428045713576,0.0,1.6151918687311869e-12
packing_seed_270593,mlp,1e-08,0.26214233693136246,0.0,5.788447511123292e-13
packing_seed_270593,gnn,1e-08,0.28221873472039916,0.0,5.306687847605012e-13
packing_seed_270593,random_near_mean,1e-06,0.21712903482535845,0.00012102145696690769,5.847538370920145e-13
packing_seed_270593,degree,1e-06,0.22125819539106714,0.00018432107917742968,7.57852753229366e-13
packing_seed_270593,heat_path,1e-06,0.23203712689125597,0.00016589431002245192,1.097043407060211e-12
packing_seed_270593,swap_optimized,1e-06,0.33064305198009314,7.482658994639735e-05,5.288964344649717e-13
packing_seed_270593,mlp,1e-06,0.26214244024529015,3.9411385777121666e-05,1.7996058802997337e-13
packing_seed_270593,gnn,1e-06,0.28221885943424185,4.419049033366207e-05,8.401918794923819e-13
packing_seed_279607,random_near_mean,1e-10,0.2241891514469682,0.0,1.2245505436591515e-12
packing_seed_279607,degree,1e-10,0.22448469142649558,0.0,1.0727419491542723e-12
packing_seed_279607,heat_path,1e-10,0.2425374430976434,0.0,1.22904893541461e-12
packing_seed_279607,swap_optimized,1e-10,0.3411962206774092,0.0,1.9095709764595304e-12
packing_seed_279607,mlp,1e-10,0.26449606735974485,0.0,5.933643715030032e-12
packing_seed_279607,gnn,1e-10,0.2907286687420321,0.0,6.562446489232924e-13
packing_seed_279607,random_near_mean,1e-08,0.2241891514469682,0.0,1.2245505436591515e-12
packing_seed_279607,degree,1e-08,0.22448469142649558,0.0,1.0727419491542723e-12
packing_seed_279607,heat_path,1e-08,0.2425374430976434,0.0,1.22904893541461e-12
packing_seed_279607,swap_optimized,1e-08,0.3411962206774092,0.0,1.9095709764595304e-12
packing_seed_279607,mlp,1e-08,0.26449606735974485,0.0,5.933643715030032e-12
packing_seed_279607,gnn,1e-08,0.2907286687420321,0.0,6.562446489232924e-13
packing_seed_279607,random_near_mean,1e-06,0.2241891514469682,0.0,1.2245505436591515e-12
packing_seed_279607,degree,1e-06,0.22448469142649558,0.0,1.0727419491542723e-12
packing_seed_279607,heat_path,1e-06,0.2425374430976434,0.0,1.22904893541461e-12
packing_seed_279607,swap_optimized,1e-06,0.3411962206774092,0.0,1.9095709764595304e-12
packing_seed_279607,mlp,1e-06,0.26449606735974485,0.0,5.933643715030032e-12
packing_seed_279607,gnn,1e-06,0.2907286687420321,0.0,6.562446489232924e-13
