method,replicate,high_count,high_type_counts,high_particle_volume_m3,effective_conductivity_W_mK,improvement_vs_homogeneous_percent,improvement_vs_random_mean_percent,heat_rate_hot_W,relative_energy_balance_error,thermally_solved_particles
homogeneous,0,0,{},0.0,0.09477348242471414,0.0,-15.505117177444728,0.0014567285605836906,4.0815872461017187e-13,495
random,1,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10980119372036716,15.85645152122661,-2.1072270447690222,0.0016877140185885056,1.1034011870201486e-12,495
random,2,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11173918003244543,17.90131287114878,-0.37942384326855594,0.0017175020978971592,8.246870381522378e-13,495
random,3,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11080423366724838,16.91480658133322,-1.2129711768853468,0.0017031313790214617,8.153488096239246e-13,495
random,4,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11248680291462065,18.690165262184564,0.2871160601800371,0.0017289935359782248,7.058314215491619e-13,495
random,5,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11383716538170838,20.114996800015206,1.4910257984888764,0.0017497494639300076,2.3807531723812776e-12,495
random,6,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11385275000038103,20.131440870945116,1.5049201969523418,0.0017499890094077662,1.873017481956245e-12,495
random,7,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11147330431817566,17.620774784473568,-0.6164641708774288,0.0017134154194652462,3.449622605454709e-12,495
random,8,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1117527511551754,17.915632406933234,-0.3673245682867643,0.001717710694664674,1.0879194443501966e-12,495
random,9,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11260382434863485,18.813640131969112,0.3914460067197867,0.0017307922296715195,1.2753903012376175e-12,495
random,10,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1120470242553187,18.22613392340655,-0.10496667578038243,0.0017222338589361866,2.3217158293452743e-13,495
random,11,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11258603207547747,18.794866659999766,0.37558338357757126,0.001730518751143529,1.92078070128001e-12,495
random,12,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11214867781808467,18.33339342275724,-0.014337887487947398,0.001723796338697167,3.3313594523161176e-12,495
random,13,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10823118682570726,14.19986272181526,-3.506959809683219,0.00166358201641605,5.148647363409217e-14,495
random,14,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11107878445498917,17.204498149814818,-0.9681966255499996,0.0017073513988371358,6.665169226533297e-13,495
random,15,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11131834128796371,17.45726593553467,-0.7546207811928496,0.0017110335393636718,7.831955682706564e-13,495
random,16,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1153346560700733,21.69507030797615,2.8261070575507086,0.0017727668459986913,1.7162370467897654e-12,495
random,17,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10850097703023914,14.484531172978476,-3.266429535440074,0.0016677288630471158,9.241920809524447e-13,495
random,18,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11405228139171084,20.34197591326383,1.6828115342599759,0.00175305593349926,1.850320915412766e-12,495
random,19,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11140540069720532,17.549126450748687,-0.6770033465025693,0.0017123716977246939,5.599651072370982e-13,495
random,20,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11080033973327912,16.91069790676556,-1.216442796646855,0.0017030715267855729,1.937858370091091e-13,495
random,21,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11052858876731386,16.623960563140862,-1.4587211791510568,0.001698894542007133,5.73086514093845e-14,495
random,22,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11010240364146875,16.174272406769006,-1.8386846599443674,0.0016923438061997018,6.316821311094065e-13,495
random,23,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11130428407180949,17.442433499504496,-0.7671534306362804,0.00171081747103179,1.5193124528644993e-12,495
random,24,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11164313543004076,17.799971652120593,-0.4650519875373793,0.0017160258314159321,4.2154358998497505e-13,495
random,25,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11458265830756735,20.90160177303726,2.155666748720231,0.0017612081632309912,1.4221623037889264e-12,495
random,26,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1092737436841814,15.299913951126488,-2.5774728124886126,0.001679606776854479,2.8882678180426474e-12,495
random,27,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11398343444132421,20.269332227894022,1.6214313374287581,0.0017519977121870172,1.5716001328579038e-12,495
random,28,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11457777738915326,20.89645168433183,2.1513151873033376,0.001761133140417924,3.4992272912116094e-12,495
random,29,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10994648722214143,16.009757591719143,-1.9776912601464969,0.001689947271902479,3.644059458011784e-14,495
random,30,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11052512491156107,16.620305684514292,-1.4618093645638819,0.001698841300346325,1.9583835086916394e-12,495
random,31,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11276825401436169,18.98713767740061,0.5380425544321499,0.0017333196179677322,1.4480468594956118e-12,495
random,32,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10892408278285794,14.930970136488032,-2.8892114563484506,0.0016742322669341333,1.8150419801677416e-12,495
random,33,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11117749524486224,17.308652589799124,-0.8801914535307875,0.001708868646311503,1.4428801101740825e-12,495
random,34,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11122898791604917,17.362984951414973,-0.8342833882487466,0.0017096601213408007,1.0476362913239119e-13,495
random,35,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11100934989267106,17.131234447203415,-1.0301007052229694,0.0017062841455566544,8.954298177381001e-13,495
random,36,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.10962972092164969,15.675522431854283,-2.260102866826086,0.0016850783728692151,2.0411649851849164e-12,495
random,37,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11481028791532376,21.141784577269696,2.3586089277163547,0.001764706974737856,1.1842805279292957e-12,495
random,38,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11541836431499208,21.78339485064058,2.900736776378565,0.0017740534948376889,5.191057248208663e-13,495
