id,type,x_m,y_m,z_m,radius_m,conductivity_W_mK,temperature_K,g_hot_W_K,g_cold_W_K,hot_link,cold_link
1,1,0.00642808,0.00850785,0.0115569,0.00075,1.0,300.26513643296323,0.0,0.0,none,none
2,1,0.0120993,0.00865447,0.0127393,0.00075,1.0,300.1471618464029,0.0,0.0,none,none
3,1,0.0038046,0.0107001,0.00256378,0.00075,1.0,300.8603934877533,0.0,0.0,none,none
4,1,0.000882812,0.00667697,0.00411837,0.00075,1.0,nan,0.0,0.0,none,none
5,1,0.0143451,0.0094767,0.00275256,0.00075,1.0,300.81437068061507,0.0,0.0,none,none
6,1,0.0151944,0.00208165,0.0146206,0.00075,1.0,300.1447082896601,0.0,0.0,none,none
7,1,0.007736,0.0137346,0.00683211,0.00075,1.0,300.5566779541448,0.0,0.0,none,none
8,1,0.00651416,0.00667835,0.00581867,0.00075,1.0,300.6011350776354,0.0,0.0,none,none
9,1,0.00398258,0.00278295,0.00234325,0.00075,1.0,300.8415578338928,0.0,0.0,none,none
10,1,0.00675508,0.0147449,0.00334001,0.00075,1.0,300.79455421233735,0.0,0.0,none,none
11,1,0.0082447,0.00308038,0.0102432,0.00075,1.0,300.31656384784367,0.0,0.0,none,none
12,1,0.00471972,0.00882049,0.000690137,0.00075,1.0,300.9573238055661,0.00042377942375721855,0.0,contact,none
13,1,0.00888319,0.0084004,0.013332,0.00075,1.0,300.1304970553485,0.0,0.0,none,none
14,1,0.0146381,0.00632593,0.000671169,0.00075,1.0,300.96966826594166,0.00048630545956219746,0.0,contact,none
15,1,0.00343829,0.00039352,0.00114378,0.00075,1.0,300.9239830720768,0.0,0.0,none,none
16,1,0.0138119,0.00618114,0.00212578,0.00075,10.0,300.9181902600494,0.0,0.0,none,none
17,1,0.00114487,0.00491132,0.00496572,0.00075,1.0,300.6641123601935,0.0,0.0,none,none
18,1,0.0047474,0.00718742,0.00263053,0.00075,10.0,300.744542889159,0.0,0.0,none,none
19,1,0.00906804,0.0109464,0.0142583,0.00075,1.0,300.05751700524934,0.0,0.0,none,none
20,1,0.0093147,0.00643334,0.0146206,0.00075,1.0,300.06601501523403,0.0,0.0,none,none
21,1,0.00538414,0.0145883,0.0032387,0.00075,10.0,300.81636545581785,0.0,0.0,none,none
