id,type,x_m,y_m,z_m,radius_m,conductivity_W_mK,temperature_K,g_hot_W_K,g_cold_W_K,hot_link,cold_link
1,1,0.0151327,0.00115563,0.0017419,0.00075,1.0,308.9842443393622,0.0,0.0,none,none
2,1,0.0143213,0.013037,0.0102118,0.00075,1.0,303.7621202564949,0.0,0.0,none,none
3,1,0.00944696,0.00479737,0.00514464,0.00075,1.0,306.5822943416602,0.0,0.0,none,none
4,1,0.0109111,0.00425955,0.000707616,0.00075,1.0,309.6689370020395,0.0003565837909944871,0.0,contact,none
5,1,0.00670849,0.000866951,0.0051779,0.00075,1.0,306.7217548028725,0.0,0.0,none,none
6,1,0.0148072,0.0143992,0.00983163,0.00075,1.0,303.9188860624749,0.0,0.0,none,none
7,1,0.0010147,0.000831218,0.00941065,0.00075,1.0,304.17419538521875,0.0,0.0,none,none
8,1,0.00451682,0.000645025,0.0146578,0.00075,1.0,300.49090168580494,0.0,0.0003339108242499867,none,contact
9,1,0.0147206,0.0139046,0.0127193,0.00075,1.0,301.8719306946746,0.0,0.0,none,none
10,1,0.00355315,0.0144407,0.00649175,0.00075,1.0,305.68505261936104,0.0,0.0,none,none
11,1,0.00900278,0.0131608,0.00991587,0.00075,1.0,303.6021249522616,0.0,0.0,none,none
12,1,0.00433361,0.00239023,0.0146814,0.00075,1.0,300.4527275660356,0.0,0.00042696187013749435,none,contact
13,1,0.0106765,0.0141214,0.00590043,0.00075,1.0,306.3014789693639,0.0,0.0,none,none
14,1,0.00881584,0.0110499,0.00511223,0.00075,1.0,306.7429656437837,0.0,0.0,none,none
15,1,0.00440735,0.00171469,0.00676586,0.00075,1.0,305.7059639470732,0.0,0.0,none,none
16,1,0.00732712,0.00481976,0.00574086,0.00075,1.0,306.42959892215356,0.0,0.0,none,none
17,1,0.0129534,0.00863682,0.0112829,0.00075,1.0,302.9135292264276,0.0,0.0,none,none
18,1,0.014561,0.00517853,0.00553652,0.00075,1.0,306.43763107178415,0.0,0.0,none,none
19,1,0.00489308,0.00282388,0.00927113,0.00075,1.0,304.1805668627729,0.0,0.0,none,none
20,1,0.00520413,0.0128654,0.00795112,0.00075,1.0,304.8841878522312,0.0,0.0,none,none
21,1,0.0131483,0.0128473,0.00355844,0.00075,1.0,307.562947510344,0.0,0.0,none,none
22,1,0.0101335,0.00352324,0.00755119,0.00075,1.0,305.5066637808671,0.0,0.0,none,none
23,1,0.00344209,0.0149641,0.00780268,0.00075,1.0,305.06513695053087,0.0,0.0,none,none
24,1,0.0065052,0.0126342,0.00859981,0.00075,1.0,304.5574532142885,0.0,0.0,none,none
25,1,0.0151499,0.0117645,0.0146206,0.00075,1.0,301.7712570386946,0.0,0.0,none,none
26,1,0.00331565,0.0101723,0.00853776,0.00075,1.0,304.543131045373,0.0,0.0,none,none
27,1,0.00614201,0.00943366,0.0120799,0.00075,1.0,302.2468880688725,0.0,0.0,none,none
28,1,0.00809682,0.0118118,0.00060256,0.00075,1.0,309.4870933315233,0.0006650714247357196,0.0,contact,none
29,1,0.00901365,0.00584643,0.0138838,0.00075,1.0,301.0135123529326,0.0,0.0,none,none
30,1,0.00360533,0.00803064,0.00957249,0.00075,1.0,303.86315804181584,0.0,0.0,none,none
31,1,0.00154186,0.012482,0.00257877,0.00075,1.0,307.8210336835478,0.0,0.0,none,none
32,1,0.00803572,0.00260863,0.00192811,0.00075,1.0,308.6760937246314,0.0,0.0,none,none
33,1,0.0117285,0.0120384,0.00640567,0.00075,1.0,305.7558087020292,0.0,0.0,none,none
34,1,0.00589282,0.0104346,0.00926257,0.00075,1.0,304.20196646223866,0.0,0.0,none,none
35,1,0.0014993,0.0125015,0.0126506,0.00075,1.0,301.77125703869444,0.0,0.0,none,none
36,1,0.00455226,0.00648969,0.0147271,0.00075,1.0,300.53743834713816,0.0,0.0005651516951680356,none,contact
37,1,0.00519157,0.00363314,0.0146867,0.00075,1.0,300.5836894115221,0.0,0.00044519258591232833,none,contact
38,1,0.00935738,0.00719085,0.0025238,0.00075,1.0,308.3398196126794,0.0,0.0,none,none
39,1,0.00904302,0.0137127,0.00310217,0.00075,1.0,307.8819090455816,0.0,0.0,none,none
40,1,0.0135203,0.00288739,0.00207765,0.00075,1.0,308.88369617216046,0.0,0.0,none,none
41,1,0.000439146,0.0110944,0.0134521,0.00075,1.0,301.7712570386946,0.0,0.0,none,none
42,1,0.00988317,0.0135683,0.0110293,0.00075,1.0,303.15936973810733,0.0,0.0,none,none
43,1,0.0141238,0.00807977,0.00377993,0.00075,1.0,307.5537082295513,0.0,0.0,none,none
44,1,0.00200279,0.00132408,0.0126816,0.00075,1.0,nan,0.0,0.0,none,none
45,1,0.0102279,0.0128672,0.00336011,0.00075,1.0,307.87969334702495,0.0,0.0,none,none
46,1,0.00295233,0.0096089,0.0147241,0.00075,1.0,300.4666082990973,0.0,0.0005571323348642633,none,contact
47,1,0.00518597,0.00873135,0.000823127,0.00075,1.0,nan,0.0,0.0,none,none
48,1,0.00133145,0.00697416,0.0113659,0.00075,1.0,302.77379226672485,0.0,0.0,none,none
49,1,0.00446207,0.000609924,0.00765116,0.00075,1.0,305.0058276713888,0.0,0.0,none,none
50,1,0.00831433,0.000220829,0.0128202,0.00075,1.0,301.74464711310804,0.0,0.0,none,none
51,1,0.00464623,0.00358161,0.000637897,0.00075,1.0,309.42249181206824,0.0005799215464181341,0.0,contact,none
52,1,0.00751657,0.0133117,0.00783416,0.00075,1.0,305.0293156658893,0.0,0.0,none,none
53,1,0.00837038,0.00561283,0.0045936,0.00075,1.0,307.1670912181867,0.0,0.0,none,none
54,1,0.0131996,0.00924544,0.000649426,0.00075,1.0,309.5517309765512,0.0005492922719281603,0.0,contact,none
55,1,0.000778654,0.00867041,0.00876685,0.00075,1.0,304.36362051242327,0.0,0.0,none,none
56,1,0.0111335,0.00654266,0.000629808,0.00075,1.0,309.4909217220921,0.0006004798081534465,0.0,contact,none
57,1,0.0117349,0.0129254,0.00322802,0.00075,1.0,307.825714234731,0.0,0.0,none,none
