method,replicate,high_count,high_type_counts,high_particle_volume_m3,effective_conductivity_W_mK,improvement_vs_homogeneous_percent,improvement_vs_random_mean_percent,heat_rate_hot_W,relative_energy_balance_error,thermally_solved_particles
homogeneous,0,0,{},0.0,0.09717201194959028,0.0,-15.297130142583837,0.0014935954812971492,8.585954802842783e-13,493
random,1,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11371137982780724,17.02071156743883,-0.8800989748099508,0.0017478160601530368,1.6525277764346017e-12,493
random,2,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11273943328313188,16.020478552628383,-1.7273250436157572,0.0017328766250413856,5.867496754609539e-13,493
random,3,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11476401721756255,18.103983765508968,0.037463665322978734,0.0017639957647535608,7.119857211123574e-13,493
random,4,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11728830534911393,20.701736020408145,2.2378343770083298,0.0018027956750480297,1.4587569883686013e-12,493
random,5,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11370525264076715,17.014406061442642,-0.8854399193477414,0.0017477218814004052,4.580676666481108e-13,493
random,6,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11185790702555184,15.113297318141505,-2.4957335840340877,0.0017193270071159139,1.1517220631268454e-12,493
random,7,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11614748885782787,19.527718452594623,1.243407804440011,0.001785260601705532,5.09045155709309e-13,493
random,8,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11552858562174934,18.890803333043937,0.7039224196248028,0.0017757476662602248,4.408982693155345e-12,493
random,9,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11421247691823207,17.536392040006167,-0.44330281525113424,0.001755518240389234,3.855038247367568e-13,493
random,10,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11679830913931906,20.197479496370075,1.8107146297048127,0.001795264122390851,5.608033518926884e-13,493
random,11,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11430481386797985,17.631416263437583,-0.3628145709450026,0.0017569375178965434,1.5176901829720148e-12,493
random,12,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11292294647902337,16.209332516037822,-1.5673603167684846,0.0017356973393051196,7.051041587646482e-13,493
random,13,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11762609748352146,21.049358887970836,2.5322809221145715,0.0018079877544899016,2.5770364895827233e-12,493
random,14,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1143761684379276,17.704847458815888,-0.3006162410889579,0.0017580342829125765,1.0109155540436162e-12,493
random,15,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11393011329384942,17.245810813254224,-0.6894334535769042,0.0017511781323169696,1.1931821145156743e-12,493
random,16,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11544825107896138,18.808130821508783,0.633896429771319,0.001774512873363661,2.3596271703580444e-13,493
random,17,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11214099027140681,15.404619109442708,-2.248975666281927,0.0017236781762268224,5.063490162420771e-13,493
random,18,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11285374680857936,16.138118934003607,-1.627680264479725,0.0017346336964617866,2.3684975800924543e-12,493
random,19,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11131742706483619,14.557087819262282,-2.9668589920043176,0.0017110194871741086,1.7352106456909327e-12,493
random,20,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11557183711278984,18.935313568216316,0.741623866196095,0.0017764124691214743,2.718420727274745e-13,493
random,21,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.1153773714025648,18.735188340464592,0.5721120549816883,0.0017734234077628388,1.662902325666414e-13,493
random,22,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11128763853604998,14.526432357685891,-2.9928250477275653,0.0017105616185852327,3.1546896611307e-12,493
random,23,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11417171262707934,17.494441389469184,-0.4788362201798124,0.0017548916673684391,2.4266622107075555e-12,493
random,24,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11751574960112553,20.935799561389047,2.436092913509036,0.0018062916375194845,2.8052653115709174e-12,493
random,25,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11240346945730864,15.674737202745126,-2.0201778892506517,0.0017277126478625535,3.3886953010761824e-14,493
random,26,50,"{""1"": 10, ""2"": 30, ""3"": 10}",2.2514747350726852e-07,0.11571786477055762,19.08559105536307,0.868913210558997,0.001778657006878905,9.043465585993142e-13,493
