atom_id,atom_type,x_m,y_m,z_m,radius_m,high_conductivity,temperature_K,contact_degree,absolute_heat_throughput_W,hot_wall_link,cold_wall_link,on_minimum_resistance_path
218,2,0.00524774,0.0125483,0.00962598,0.001,0,300.3744667946814,7,5.082067569839623e-05,0,0,0
219,2,0.0138968,0.00243653,0.0114075,0.001,0,300.2746962415449,5,4.618544094310493e-05,0,0,0
220,2,0.0129113,0.0106478,0.0110132,0.001,0,300.284060401904,4,5.694106438554404e-05,0,0,0
221,2,0.0118976,0.0110956,0.00824709,0.001,0,300.49585005362053,5,1.981038683419115e-05,0,0,0
222,2,0.00982367,0.0150127,0.0133574,0.001,0,300.1723211724054,5,3.352946758320366e-05,0,0,0
223,2,0.00591345,0.0104097,0.000918365,0.001,0,300.90549917263695,2,5.40012490300244e-05,1,0,0
224,2,0.00490533,0.00069221,0.00926079,0.001,0,300.3648572492091,6,0.00010650922475163028,0,0,0
225,2,0.0123963,0.00678884,0.00680525,0.001,0,300.5606729880923,3,5.814886214980992e-05,0,0,0
226,2,0.00365581,0.0111931,0.00410831,0.001,0,300.7027650628404,4,2.8205727917100065e-05,0,0,0
227,2,0.0111058,0.015098,0.00812776,0.001,1,300.47049190356165,8,0.0002510723700131656,0,0,0
228,2,0.00737449,0.00408512,0.00181528,0.001,0,300.8445333476684,6,2.75249654618659e-05,0,0,0
229,2,0.0018468,0.00559321,0.0090898,0.001,1,300.4227997745009,7,0.0002280334960412742,0,0,0
230,2,0.00106997,0.00493477,0.00746085,0.001,0,300.4899521777781,6,6.129319391895424e-05,0,0,0
231,2,0.00702218,0.00933933,0.00230049,0.001,0,300.80785256284304,7,6.938166576241628e-05,0,0,0
232,2,0.0142658,0.0148428,0.0112978,0.001,0,300.31723803634975,4,3.5740081424793564e-05,0,0,0
233,2,0.00841092,0.00959626,0.0058444,0.001,0,300.644349950207,6,5.5073917184806815e-05,0,0,0
234,2,0.0125201,0.000435398,0.0101814,0.001,0,300.3888679783023,3,5.00424896586661e-05,0,0,0
235,2,0.00509977,0.0104938,0.0114683,0.001,0,300.27133879910355,6,4.1655337025550324e-05,0,0,0
236,2,0.0147244,0.0118431,0.011367,0.001,0,300.308792337054,7,7.590437251220124e-05,0,0,0
237,2,0.00512251,0.00157736,0.0126485,0.001,0,300.20275367286644,6,6.35275410419401e-05,0,0,0
238,2,0.00251217,0.00823778,0.0121972,0.001,0,300.2504775811284,5,5.143508753062456e-05,0,0,0
239,2,0.000977121,0.0145399,0.0126192,0.001,0,300.2140597545966,5,5.200030338757722e-05,0,0,0
240,2,8.10685e-05,0.00346276,0.00800281,0.001,0,300.4821843893689,6,9.471539238486626e-05,0,0,0
241,2,0.0111815,0.00982975,0.000890611,0.001,0,300.91721155311603,4,5.476291496126964e-05,1,0,0
242,2,0.01394,0.0142913,0.00637056,0.001,1,300.59426302946764,7,0.00015707569855903387,0,0,0
243,2,0.00707059,0.0141062,0.00170009,0.001,0,300.8327348938123,4,6.798680524959389e-05,0,0,0
244,2,0.0126739,0.00729969,0.000948025,0.001,0,300.91252377888657,7,4.279605192365556e-05,1,0,0
245,2,0.00599052,0.0152894,0.0138492,0.001,0,300.14291491915696,5,4.947329644540942e-05,0,0,0
