atom_id_i,atom_id_j,high_endpoint_count,conductance_W_K,signed_heat_rate_i_to_j_W,absolute_heat_rate_W,vertical_alignment
24,218,0,0.00023117447705438285,1.0913757582996856e-05,1.0913757582996856e-05,0.6313715653712276
24,362,0,0.00023094726731574193,-2.0302067399192716e-05,2.0302067399192716e-05,0.9661727338843529
24,482,0,0.00024347971466701367,1.9183283676472655e-05,1.9183283676472655e-05,0.6578060565200313
25,41,0,4.053402996977261e-06,0.0,0.0,0.7790227544941326
26,247,1,8.323767827492742e-05,-2.5763443948439956e-06,2.5763443948439956e-06,0.13223238046007396
26,341,1,0.0002044799260991823,5.154292770969396e-06,5.154292770969396e-06,0.33352171629588506
26,357,1,3.086176107789461e-05,1.9765953219145065e-06,1.9765953219145065e-06,0.5738833167985482
26,440,1,0.00021264362298454144,-1.188349106372447e-05,1.188349106372447e-05,0.5152170783924089
26,442,1,8.768750701655411e-05,7.328947365707953e-06,7.328947365707953e-06,0.8199543197105981
27,126,0,0.00021752153278462908,1.9749435587870366e-05,1.9749435587870366e-05,0.9185184518825642
27,235,0,0.0002470833610867056,-9.390707967526085e-06,9.390707967526085e-06,0.38045483269225683
27,248,0,0.00029547129282948966,-2.1008348694277353e-05,2.1008348694277353e-05,0.6435393730573675
27,429,0,0.00027880803208114494,1.0649621073865347e-05,1.0649621073865347e-05,0.2686777311160592
28,110,0,0.000104834487722566,-1.6749847326005532e-07,1.6749847326005532e-07,0.16329980232750696
28,111,0,0.0002892230937639326,1.715355433256238e-05,1.715355433256238e-05,0.27584602602091113
28,154,1,0.0004469888429813195,2.473574224086259e-05,2.473574224086259e-05,0.648872653853337
29,88,0,0.00019314962564627225,1.8920973212466272e-05,1.8920973212466272e-05,0.5782157636734162
29,139,1,0.00032422090538530596,-2.71170539826161e-05,2.71170539826161e-05,0.7584422041292727
29,337,0,0.00016315242060232487,8.19608077016691e-06,8.19608077016691e-06,0.341550760005869
30,75,0,0.0001169044280476939,9.158302861376265e-06,9.158302861376265e-06,0.9495436921507169
30,264,0,0.00023878505098297106,-1.2837297615733649e-05,1.2837297615733649e-05,0.3481848286689288
30,357,0,0.0001782201794251769,-2.924389422966973e-06,2.924389422966973e-06,0.01839025417713529
30,425,1,0.0004102260266446771,5.0737110016003556e-06,5.0737110016003556e-06,0.022433120383754484
30,432,0,2.5454393255963323e-05,1.5296731756410635e-06,1.5296731756410635e-06,0.5156113499409708
31,473,0,9.682458365518543e-08,-5.503840364735051e-21,5.503840364735051e-21,0.2639198276868008
32,228,1,0.00042631144582059335,1.6471245994414652e-06,1.6471245994414652e-06,0.06957424366531084
32,286,1,0.0004227115702096274,4.3108217726511e-05,4.3108217726511e-05,0.7997398226890233
32,287,1,0.0003850551204473508,-2.5944405258708137e-05,2.5944405258708137e-05,0.6036328264125158
32,495,1,0.00044639665970396225,-1.881093706716681e-05,1.881093706716681e-05,0.4343101802020193
33,263,0,0.00013469042076570326,-1.1704436238392066e-05,1.1704436238392066e-05,0.6664754465258915
33,268,0,0.0001747642626930126,9.514325080896356e-06,9.514325080896356e-06,0.7026068220427463
33,367,0,0.00013829159907349092,-5.78847874984928e-06,5.78847874984928e-06,0.21078049504285493
33,404,0,0.00010831028645626031,7.97858990732504e-06,7.97858990732504e-06,0.6264488754930619
34,247,0,0.00014456434287935064,-9.293891373978705e-06,9.293891373978705e-06,0.5616916110593136
34,357,0,0.00012365806523905452,3.7974704879379444e-06,3.7974704879379444e-06,0.1628050525303911
34,444,0,0.00015074765610626032,5.496420886069681e-06,5.496420886069681e-06,0.3891478848823524
35,79,0,1.2189891924728888e-06,-6.929151325453454e-20,6.929151325453454e-20,0.16133375952253162
35,186,0,9.258200997725515e-08,4.7364101749013594e-20,4.7364101749013594e-20,0.20182398497213863
36,100,0,0.00021573122489519216,-2.0973233377812346e-05,2.0973233377812346e-05,0.8926563406830098
36,289,0,8.74570462941719e-05,-5.7053781963355425e-06,5.7053781963355425e-06,0.504458915765067
36,447,0,0.00014559007433025028,-4.357814974281506e-06,4.357814974281506e-06,0.24590991692122083
37,167,0,8.695363987458857e-05,5.217072573351747e-09,5.217072573351747e-09,0.17121174220236046
