id,type,x_m,y_m,z_m,radius_m,conductivity_W_mK,temperature_K,g_hot_W_K,g_cold_W_K,hot_link,cold_link
1,1,0.00591179,0.00123945,0.00149207,0.00075,1.0,300.8971861188544,0.0,0.0,none,none
2,1,0.00558455,0.00402875,0.0146157,0.00075,1.0,nan,0.0,0.0,none,none
3,1,0.0147083,0.0134642,0.0147385,0.00075,1.0,300.0538177325795,0.0,0.0005946397552731436,none,contact
4,1,0.0151338,0.000920537,0.0132812,0.00075,1.0,300.1609550809376,0.0,0.0,none,none
5,1,0.00157012,0.00715574,0.0147222,0.00075,1.0,300.0500312543918,0.0,0.0005519931508191954,none,contact
6,1,0.00469772,0.0105231,0.0109454,0.00075,1.0,300.31325760894583,0.0,0.0,none,none
7,1,0.00828372,0.0116994,0.00299937,0.00075,1.0,300.79129892012145,0.0,0.0,none,none
8,1,0.00190232,0.00654969,0.0115956,0.00075,1.0,300.24241651440695,0.0,0.0,none,none
9,1,0.0062023,0.00721302,0.0121365,0.00075,1.0,300.2078156306428,0.0,0.0,none,none
10,1,0.00163661,0.00747783,0.010509,0.00075,1.0,300.305184752425,0.0,0.0,none,none
11,1,0.000606162,0.00598328,0.0114308,0.00075,1.0,300.26143566447945,0.0,0.0,none,none
12,1,0.0030808,0.00604266,0.00260927,0.00075,1.0,300.829574247227,0.0,0.0,none,none
13,1,0.00960633,0.00692541,0.00668247,0.00075,1.0,300.57881517159274,0.0,0.0,none,none
14,1,0.00365344,0.00918338,0.00697451,0.00075,1.0,300.5625097546029,0.0,0.0,none,none
15,1,0.00407534,0.0117884,0.0146893,0.00075,1.0,300.0500033293981,0.0,0.000453868305294946,none,contact
16,1,0.014471,0.00519684,0.00651377,0.00075,1.0,300.58136706881226,0.0,0.0,none,none
17,1,0.00381416,0.00286625,0.000647837,0.00075,1.0,300.9591405409121,0.0005536144868046719,0.0,contact,none
18,1,0.0060671,0.00163167,0.00962229,0.00075,1.0,300.3998005319226,0.0,0.0,none,none
19,1,0.00853824,0.00673657,0.0146829,0.00075,1.0,300.05184046435437,0.0,0.0004321995355750696,none,contact
20,1,0.00986709,0.0150657,0.0015093,0.00075,1.0,300.88939180901957,0.0,0.0,none,none
